crack:4,31                      10.8600    0.0400   10.9000   11.1500
decrypt:4,31                     1.9500    0.0100    1.9600    2.0584
crack:4,32                      11.6700    0.0400   11.7100   11.9340
decrypt:4,32                     1.8200    0.0100    1.8300    1.8757
crack:4,33                      11.7900    0.0400   11.8300   11.9376
decrypt:4,33                     1.7200    0.0100    1.7300    1.7894
crack:4,34                      12.8900    0.0500   12.9400   13.0837
decrypt:4,34                     1.8200    0.0100    1.8300    1.8566
crack:4,35                      13.2900    0.0300   13.3200   13.3663
decrypt:4,35                     1.5600    0.0000    1.5600    1.5638
crack:4,36                      14.2800    0.0400   14.3200   14.3624
decrypt:4,36                     1.5700    0.0100    1.5800    1.5846
crack:4,37                      15.4500    0.0400   15.4900   15.5378
decrypt:4,37                     1.6000    0.0000    1.6000    1.6002
crack:4,38                      16.5900    0.0400   16.6300   16.6805
decrypt:4,38                     1.6100    0.0100    1.6200    1.6228
crack:4,39                      17.8900    0.0500   17.9400   17.9876
decrypt:4,39                     1.6700    0.0000    1.6700    1.6799
crack:4,40                      19.1600    0.0500   19.2100   19.2726
decrypt:4,40                     1.6400    0.0100    1.6500    1.6499
crack:4,41                      20.7400    0.0500   20.7900   20.8536
decrypt:4,41                     1.6600    0.0000    1.6600    1.6612
crack:4,42                      22.8500    0.0700   22.9200   23.0941
decrypt:4,42                     1.7600    0.0100    1.7700    1.7792
crack:4,43                      24.9000    0.0800   24.9800   25.2566
decrypt:4,43                     1.7900    0.0100    1.8000    1.8148
crack:4,44                      26.8200    0.0900   26.9100   27.1861
decrypt:4,44                     1.8600    0.0100    1.8700    1.8890
crack:4,45                      28.8600    0.1000   28.9600   29.2401
decrypt:4,45                     1.8000    0.0100    1.8100    1.8259
crack:4,46                      30.8500    0.0800   30.9300   31.1891
decrypt:4,46                     1.9700    0.0100    1.9800    2.0202
crack:4,47                      33.1700    0.1100   33.2800   33.7437
decrypt:4,47                     1.9300    0.0100    1.9400    1.9550
crack:4,48                      35.3900    0.1200   35.5100   35.9570
decrypt:4,48                     2.1100    0.0100    2.1200    2.2035
crack:4,49                      37.1500    0.1200   37.2700   37.7586
decrypt:4,49                     1.9600    0.0100    1.9700    1.9889
crack:4,50                      39.4700    0.1300   39.6000   40.1374
decrypt:4,50                     2.0100    0.0100    2.0200    2.0469
crack:5,1                        0.2100    0.0000    0.2100    0.2041
decrypt:5,1                      1.1200    0.0000    1.1200    1.1326
crack:5,2                        0.2500    0.0000    0.2500    0.2547
decrypt:5,2                      1.2100    0.0000    1.2100    1.2349
crack:5,3                        0.3200    0.0000    0.3200    0.3266
decrypt:5,3                      1.1400    0.0000    1.1400    1.1551
crack:5,4                        0.4000    0.0000    0.4000    0.4024
decrypt:5,4                      1.1300    0.0100    1.1400    1.1423
crack:5,5                        0.4600    0.0100    0.4700    0.4678
decrypt:5,5                      1.1300    0.0100    1.1400    1.1450
crack:5,6                        0.5500    0.0000    0.5500    0.5602
decrypt:5,6                      1.1800    0.0000    1.1800    1.2038
crack:5,7                        0.6300    0.0000    0.6300    0.6390
decrypt:5,7                      1.1800    0.0100    1.1900    1.2050
crack:5,8                        0.7500    0.0000    0.7500    0.7597
decrypt:5,8                      1.1600    0.0000    1.1600    1.1767
crack:5,9                        0.8500    0.0000    0.8500    0.8659
decrypt:5,9                      1.2000    0.0100    1.2100    1.2178
crack:5,10                       0.9700    0.0000    0.9700    0.9869
decrypt:5,10                     1.1200    0.0000    1.1200    1.1368
crack:5,11                       1.1000    0.0100    1.1100    1.1218
decrypt:5,11                     1.1900    0.0100    1.2000    1.2234
crack:5,12                       1.2500    0.0000    1.2500    1.2756
decrypt:5,12                     1.2200    0.0100    1.2300    1.2428
crack:5,13                       1.5500    0.0100    1.5600    1.5995
decrypt:5,13                     1.1900    0.0100    1.2000    1.2188
crack:5,14                       1.6300    0.0100    1.6400    1.6591
decrypt:5,14                     1.2100    0.0100    1.2200    1.2371
crack:5,15                       1.9900    0.0100    2.0000    2.0323
decrypt:5,15                     1.2100    0.0000    1.2100    1.2327
crack:5,16                       2.2000    0.0000    2.2000    2.2280
decrypt:5,16                     1.2800    0.0100    1.2900    1.3006
crack:5,17                       2.6300    0.0100    2.6400    2.6936
decrypt:5,17                     1.2700    0.0000    1.2700    1.2920
crack:5,18                       2.8400    0.0100    2.8500    2.9458
decrypt:5,18                     1.2400    0.0000    1.2400    1.2481
crack:5,19                       3.1900    0.0100    3.2000    3.2556
decrypt:5,19                     1.2700    0.0000    1.2700    1.2848
crack:5,20                       3.4100    0.0100    3.4200    3.4636
decrypt:5,20                     1.2300    0.0000    1.2300    1.2548
crack:5,21                       3.8500    0.0100    3.8600    3.9210
decrypt:5,21                     1.3000    0.0100    1.3100    1.3150
crack:5,22                       4.2600    0.0200    4.2800    4.3318
decrypt:5,22                     1.4300    0.0100    1.4400    1.4614
crack:5,23                       4.7800    0.0100    4.7900    4.8474
decrypt:5,23                     1.2800    0.0100    1.2900    1.2896
crack:5,24                       5.4700    0.0200    5.4900    5.5685
decrypt:5,24                     1.3600    0.0100    1.3700    1.4070
crack:5,25                       6.0000    0.0200    6.0200    6.1002
decrypt:5,25                     1.3500    0.0000    1.3500    1.3654
crack:5,26                       6.5600    0.0200    6.5800    6.6650
decrypt:5,26                     1.3600    0.0100    1.3700    1.3853
crack:5,27                       7.2800    0.0200    7.3000    7.3875
decrypt:5,27                     1.3700    0.0100    1.3800    1.3898
crack:5,28                       7.7500    0.0200    7.7700    7.8673
decrypt:5,28                     1.3600    0.0000    1.3600    1.3877
crack:5,29                       8.7400    0.0300    8.7700    8.8958
decrypt:5,29                     1.4200    0.0100    1.4300    1.4452
crack:5,30                       9.5800    0.0300    9.6100    9.7637
decrypt:5,30                     1.4000    0.0100    1.4100    1.4257
crack:5,31                      10.2300    0.0300   10.2600   10.3661
decrypt:5,31                     1.4700    0.0100    1.4800    1.4912
crack:5,32                      11.3400    0.0400   11.3800   11.5206
decrypt:5,32                     1.4400    0.0100    1.4500    1.4594
crack:5,33                      12.7800    0.0500   12.8300   13.0993
decrypt:5,33                     1.4600    0.0000    1.4600    1.4865
crack:5,34                      13.7000    0.0500   13.7500   13.9273
decrypt:5,34                     1.5100    0.0000    1.5100    1.5428
crack:5,35                      15.0700    0.0500   15.1200   15.3270
decrypt:5,35                     1.6000    0.0100    1.6100    1.6558
crack:5,36                      16.3600    0.0600   16.4200   16.6269
decrypt:5,36                     1.5100    0.0100    1.5200    1.5275
crack:5,37                      17.6500    0.0600   17.7100   17.9018
decrypt:5,37                     1.5300    0.0000    1.5300    1.5503
crack:5,38                      18.6400    0.0600   18.7000   18.9177
decrypt:5,38                     1.5500    0.0100    1.5600    1.5740
crack:5,39                      21.3700    0.0900   21.4600   22.1151
decrypt:5,39                     1.5900    0.0000    1.5900    1.6237
crack:5,40                      22.2000    0.0700   22.2700   22.6275
decrypt:5,40                     1.6200    0.0100    1.6300    1.6479
crack:5,41                      23.8300    0.0800   23.9100   24.2912
decrypt:5,41                     1.6200    0.0000    1.6200    1.6664
crack:5,42                      26.4800    0.0900   26.5700   27.0074
decrypt:5,42                     1.6200    0.0100    1.6300    1.6413
crack:5,43                      29.4000    0.1000   29.5000   29.8196
decrypt:5,43                     1.6900    0.0100    1.7000    1.7107
crack:5,44                      31.7700    0.1000   31.8700   32.2069
decrypt:5,44                     1.6600    0.0100    1.6700    1.6822
crack:5,45                      33.8400    0.1000   33.9400   34.2896
decrypt:5,45                     1.7700    0.0100    1.7800    1.8107
crack:5,46                      35.9500    0.1200   36.0700   36.4608
decrypt:5,46                     1.8500    0.0000    1.8500    1.8912
crack:5,47                      38.0100    0.1200   38.1300   38.5769
decrypt:5,47                     1.8100    0.0000    1.8100    1.8349
crack:5,48                      40.8000    0.1300   40.9300   41.3772
decrypt:5,48                     1.7900    0.0000    1.7900    1.8197
crack:5,49                      45.5300    0.1400   45.6700   46.1741
decrypt:5,49                     1.8700    0.0000    1.8700    1.8911
crack:5,50                      49.1500    0.1600   49.3100   50.0597
decrypt:5,50                     1.8600    0.0000    1.8600    1.8951
crack:6,1                        0.1800    0.0100    0.1900    0.1832
decrypt:6,1                      0.9800    0.0000    0.9800    0.9935
crack:6,2                        0.2300    0.0000    0.2300    0.2319
decrypt:6,2                      0.9700    0.0000    0.9700    0.9801
crack:6,3                        0.2700    0.0000    0.2700    0.2742
decrypt:6,3                      0.9700    0.0000    0.9700    0.9816
crack:6,4                        0.3300    0.0000    0.3300    0.3426
decrypt:6,4                      0.9800    0.0100    0.9900    0.9944
crack:6,5                        0.4000    0.0000    0.4000    0.4090
decrypt:6,5                      0.9900    0.0000    0.9900    1.0142
crack:6,6                        0.4900    0.0000    0.4900    0.4909
decrypt:6,6                      0.9800    0.0000    0.9800    0.9914
crack:6,7                        0.5600    0.0000    0.5600    0.5654
decrypt:6,7                      1.0600    0.0000    1.0600    1.0817
crack:6,8                        0.6700    0.0000    0.6700    0.6866
decrypt:6,8                      1.0100    0.0000    1.0100    1.0278
crack:6,9                        0.7700    0.0000    0.7700    0.7899
decrypt:6,9                      1.0100    0.0100    1.0200    1.0285
crack:6,10                       0.9600    0.0100    0.9700    1.0030
decrypt:6,10                     1.0500    0.0100    1.0600    1.0729
crack:6,11                       1.0400    0.0000    1.0400    1.0568
decrypt:6,11                     1.0300    0.0100    1.0400    1.0519
crack:6,12                       1.2400    0.0000    1.2400    1.2579
